"","V1","V2","V3","V4","V5","V6"
"1",0.188888888888889,0.138888888888889,0.138888888888889,0.155555555555556,0.238888888888889,0.138888888888889
"2",0.15819209039548,0.175141242937853,0.141242937853107,0.15819209039548,0.192090395480226,0.175141242937853
"3",0.155555555555556,0.155555555555556,0.188888888888889,0.155555555555556,0.155555555555556,0.188888888888889
"4",0.136612021857924,0.234972677595628,0.136612021857924,0.185792349726776,0.136612021857924,0.169398907103825
"5",0.155555555555556,0.138888888888889,0.222222222222222,0.155555555555556,0.155555555555556,0.172222222222222
"6",0.16374269005848,0.16374269005848,0.16374269005848,0.181286549707602,0.146198830409357,0.181286549707602
"7",0.160919540229885,0.14367816091954,0.17816091954023,0.17816091954023,0.160919540229885,0.17816091954023
"8",0.157232704402516,0.157232704402516,0.176100628930818,0.176100628930818,0.157232704402516,0.176100628930818
"9",0.141242937853107,0.15819209039548,0.175141242937853,0.192090395480226,0.175141242937853,0.15819209039548
"10",0.130208333333333,0.130208333333333,0.161458333333333,0.145833333333333,0.302083333333333,0.130208333333333
"11",0.166666666666667,0.148809523809524,0.166666666666667,0.202380952380952,0.148809523809524,0.166666666666667
"12",0.17816091954023,0.195402298850575,0.14367816091954,0.160919540229885,0.17816091954023,0.14367816091954
"13",0.16374269005848,0.198830409356725,0.16374269005848,0.146198830409357,0.181286549707602,0.146198830409357
"14",0.166666666666667,0.148809523809524,0.166666666666667,0.166666666666667,0.202380952380952,0.148809523809524
"15",0.166666666666667,0.148809523809524,0.18452380952381,0.166666666666667,0.166666666666667,0.166666666666667
"16",0.17816091954023,0.14367816091954,0.195402298850575,0.195402298850575,0.14367816091954,0.14367816091954
"17",0.15819209039548,0.141242937853107,0.15819209039548,0.15819209039548,0.15819209039548,0.225988700564972
"18",0.155555555555556,0.188888888888889,0.205555555555556,0.155555555555556,0.138888888888889,0.155555555555556
"19",0.146198830409357,0.146198830409357,0.146198830409357,0.216374269005848,0.198830409356725,0.146198830409357
"20",0.182795698924731,0.134408602150538,0.150537634408602,0.150537634408602,0.247311827956989,0.134408602150538
"21",0.195402298850575,0.160919540229885,0.160919540229885,0.14367816091954,0.17816091954023,0.160919540229885
"22",0.14367816091954,0.160919540229885,0.14367816091954,0.14367816091954,0.247126436781609,0.160919540229885
"23",0.166666666666667,0.18452380952381,0.148809523809524,0.148809523809524,0.18452380952381,0.166666666666667
"24",0.146198830409357,0.181286549707602,0.216374269005848,0.146198830409357,0.146198830409357,0.16374269005848
"25",0.153005464480874,0.169398907103825,0.136612021857924,0.251366120218579,0.136612021857924,0.153005464480874
"26",0.154320987654321,0.191358024691358,0.17283950617284,0.17283950617284,0.154320987654321,0.154320987654321
"27",0.172222222222222,0.138888888888889,0.188888888888889,0.172222222222222,0.138888888888889,0.188888888888889
"28",0.151515151515152,0.151515151515152,0.224242424242424,0.151515151515152,0.151515151515152,0.16969696969697
"29",0.148809523809524,0.220238095238095,0.166666666666667,0.148809523809524,0.148809523809524,0.166666666666667
"30",0.175141242937853,0.141242937853107,0.15819209039548,0.15819209039548,0.192090395480226,0.175141242937853
"31",0.141242937853107,0.175141242937853,0.175141242937853,0.225988700564972,0.141242937853107,0.141242937853107
"32",0.16025641025641,0.16025641025641,0.16025641025641,0.198717948717949,0.16025641025641,0.16025641025641
"33",0.161458333333333,0.192708333333333,0.192708333333333,0.145833333333333,0.177083333333333,0.130208333333333
"34",0.263440860215054,0.166666666666667,0.134408602150538,0.150537634408602,0.134408602150538,0.150537634408602
"35",0.175141242937853,0.175141242937853,0.209039548022599,0.15819209039548,0.141242937853107,0.141242937853107
"36",0.138888888888889,0.222222222222222,0.172222222222222,0.138888888888889,0.138888888888889,0.188888888888889
"37",0.154320987654321,0.154320987654321,0.191358024691358,0.17283950617284,0.154320987654321,0.17283950617284
"38",0.154320987654321,0.154320987654321,0.209876543209877,0.154320987654321,0.154320987654321,0.17283950617284
"39",0.141242937853107,0.15819209039548,0.175141242937853,0.141242937853107,0.225988700564972,0.15819209039548
"40",0.195402298850575,0.14367816091954,0.14367816091954,0.160919540229885,0.160919540229885,0.195402298850575
"41",0.161458333333333,0.161458333333333,0.145833333333333,0.130208333333333,0.223958333333333,0.177083333333333
"42",0.255555555555556,0.138888888888889,0.138888888888889,0.155555555555556,0.172222222222222,0.138888888888889
"43",0.216374269005848,0.181286549707602,0.146198830409357,0.146198830409357,0.16374269005848,0.146198830409357
"44",0.177083333333333,0.145833333333333,0.161458333333333,0.192708333333333,0.161458333333333,0.161458333333333
"45",0.17816091954023,0.195402298850575,0.160919540229885,0.17816091954023,0.14367816091954,0.14367816091954
"46",0.146198830409357,0.146198830409357,0.181286549707602,0.198830409356725,0.146198830409357,0.181286549707602
"47",0.148809523809524,0.166666666666667,0.220238095238095,0.148809523809524,0.166666666666667,0.148809523809524
"48",0.148148148148148,0.17989417989418,0.227513227513228,0.148148148148148,0.132275132275132,0.164021164021164
"49",0.228395061728395,0.154320987654321,0.154320987654321,0.154320987654321,0.154320987654321,0.154320987654321
"50",0.17816091954023,0.195402298850575,0.14367816091954,0.14367816091954,0.160919540229885,0.17816091954023
"51",0.136612021857924,0.202185792349727,0.202185792349727,0.136612021857924,0.169398907103825,0.153005464480874
"52",0.148809523809524,0.148809523809524,0.220238095238095,0.148809523809524,0.18452380952381,0.148809523809524
"53",0.155555555555556,0.222222222222222,0.155555555555556,0.188888888888889,0.138888888888889,0.138888888888889
"54",0.154320987654321,0.191358024691358,0.154320987654321,0.191358024691358,0.154320987654321,0.154320987654321
"55",0.209039548022599,0.141242937853107,0.15819209039548,0.141242937853107,0.141242937853107,0.209039548022599
"56",0.17989417989418,0.211640211640212,0.132275132275132,0.148148148148148,0.164021164021164,0.164021164021164
"57",0.145833333333333,0.145833333333333,0.145833333333333,0.192708333333333,0.208333333333333,0.161458333333333
"58",0.146198830409357,0.16374269005848,0.146198830409357,0.181286549707602,0.198830409356725,0.16374269005848
"59",0.157232704402516,0.157232704402516,0.176100628930818,0.19496855345912,0.157232704402516,0.157232704402516
"60",0.157232704402516,0.157232704402516,0.176100628930818,0.157232704402516,0.157232704402516,0.19496855345912
"61",0.154320987654321,0.154320987654321,0.154320987654321,0.154320987654321,0.228395061728395,0.154320987654321
"62",0.150537634408602,0.182795698924731,0.166666666666667,0.198924731182796,0.150537634408602,0.150537634408602
"63",0.169398907103825,0.136612021857924,0.136612021857924,0.185792349726776,0.185792349726776,0.185792349726776
"64",0.155555555555556,0.138888888888889,0.155555555555556,0.155555555555556,0.172222222222222,0.222222222222222
"65",0.169398907103825,0.153005464480874,0.169398907103825,0.218579234972678,0.153005464480874,0.136612021857924
"66",0.141242937853107,0.141242937853107,0.141242937853107,0.192090395480226,0.225988700564972,0.15819209039548
"67",0.151515151515152,0.16969696969697,0.187878787878788,0.151515151515152,0.151515151515152,0.187878787878788
"68",0.15819209039548,0.141242937853107,0.141242937853107,0.225988700564972,0.15819209039548,0.175141242937853
"69",0.148809523809524,0.220238095238095,0.166666666666667,0.148809523809524,0.148809523809524,0.166666666666667
"70",0.264367816091954,0.14367816091954,0.160919540229885,0.14367816091954,0.14367816091954,0.14367816091954
"71",0.176100628930818,0.157232704402516,0.19496855345912,0.157232704402516,0.157232704402516,0.157232704402516
"72",0.16025641025641,0.179487179487179,0.179487179487179,0.16025641025641,0.16025641025641,0.16025641025641
"73",0.16025641025641,0.16025641025641,0.16025641025641,0.16025641025641,0.198717948717949,0.16025641025641
"74",0.148809523809524,0.148809523809524,0.148809523809524,0.148809523809524,0.238095238095238,0.166666666666667
"75",0.198830409356725,0.146198830409357,0.146198830409357,0.146198830409357,0.181286549707602,0.181286549707602
"76",0.157232704402516,0.176100628930818,0.176100628930818,0.176100628930818,0.157232704402516,0.157232704402516
"77",0.169398907103825,0.169398907103825,0.153005464480874,0.234972677595628,0.136612021857924,0.136612021857924
"78",0.216374269005848,0.181286549707602,0.16374269005848,0.146198830409357,0.146198830409357,0.146198830409357
