"","V1","V2","V3"
"1",0.394444444444444,0.294444444444444,0.311111111111111
"2",0.384180790960452,0.299435028248588,0.31638418079096
"3",0.327777777777778,0.377777777777778,0.294444444444444
"4",0.33879781420765,0.355191256830601,0.306010928961749
"5",0.311111111111111,0.344444444444444,0.344444444444444
"6",0.345029239766082,0.309941520467836,0.345029239766082
"7",0.28735632183908,0.339080459770115,0.373563218390805
"8",0.314465408805031,0.352201257861635,0.333333333333333
"9",0.367231638418079,0.31638418079096,0.31638418079096
"10",0.369791666666667,0.276041666666667,0.354166666666667
"11",0.315476190476191,0.333333333333333,0.351190476190476
"12",0.304597701149425,0.32183908045977,0.373563218390805
"13",0.327485380116959,0.345029239766082,0.327485380116959
"14",0.351190476190476,0.351190476190476,0.297619047619048
"15",0.369047619047619,0.315476190476191,0.315476190476191
"16",0.304597701149425,0.32183908045977,0.373563218390805
"17",0.333333333333333,0.282485875706215,0.384180790960452
"18",0.294444444444444,0.294444444444444,0.411111111111111
"19",0.362573099415205,0.292397660818713,0.345029239766082
"20",0.446236559139785,0.28494623655914,0.268817204301075
"21",0.304597701149425,0.373563218390805,0.32183908045977
"22",0.35632183908046,0.32183908045977,0.32183908045977
"23",0.351190476190476,0.351190476190476,0.297619047619048
"24",0.292397660818713,0.327485380116959,0.380116959064328
"25",0.273224043715847,0.289617486338798,0.437158469945355
"26",0.327160493827161,0.308641975308642,0.364197530864198
"27",0.327777777777778,0.311111111111111,0.361111111111111
"28",0.339393939393939,0.303030303030303,0.357575757575758
"29",0.315476190476191,0.369047619047619,0.315476190476191
"30",0.350282485875706,0.333333333333333,0.31638418079096
"31",0.299435028248588,0.31638418079096,0.384180790960452
"32",0.320512820512821,0.33974358974359,0.33974358974359
"33",0.307291666666667,0.385416666666667,0.307291666666667
"34",0.317204301075269,0.365591397849462,0.317204301075269
"35",0.299435028248588,0.31638418079096,0.384180790960452
"36",0.344444444444444,0.344444444444444,0.311111111111111
"37",0.327160493827161,0.327160493827161,0.345679012345679
"38",0.327160493827161,0.308641975308642,0.364197530864198
"39",0.367231638418079,0.333333333333333,0.299435028248588
"40",0.390804597701149,0.32183908045977,0.28735632183908
"41",0.385416666666667,0.322916666666667,0.291666666666667
"42",0.311111111111111,0.394444444444444,0.294444444444444
"43",0.327485380116959,0.362573099415205,0.309941520467836
"44",0.385416666666667,0.291666666666667,0.322916666666667
"45",0.304597701149425,0.35632183908046,0.339080459770115
"46",0.309941520467836,0.309941520467836,0.380116959064328
"47",0.315476190476191,0.333333333333333,0.351190476190476
"48",0.28042328042328,0.439153439153439,0.28042328042328
"49",0.327160493827161,0.364197530864198,0.308641975308642
"50",0.304597701149425,0.408045977011494,0.28735632183908
"51",0.322404371584699,0.33879781420765,0.33879781420765
"52",0.333333333333333,0.333333333333333,0.333333333333333
"53",0.294444444444444,0.344444444444444,0.361111111111111
"54",0.327160493827161,0.345679012345679,0.327160493827161
"55",0.350282485875706,0.367231638418079,0.282485875706215
"56",0.28042328042328,0.439153439153439,0.28042328042328
"57",0.385416666666667,0.291666666666667,0.322916666666667
"58",0.362573099415205,0.309941520467836,0.327485380116959
"59",0.314465408805031,0.352201257861635,0.333333333333333
"60",0.333333333333333,0.352201257861635,0.314465408805031
"61",0.382716049382716,0.308641975308642,0.308641975308642
"62",0.317204301075269,0.365591397849462,0.317204301075269
"63",0.355191256830601,0.306010928961749,0.33879781420765
"64",0.327777777777778,0.277777777777778,0.394444444444444
"65",0.306010928961749,0.33879781420765,0.355191256830601
"66",0.384180790960452,0.333333333333333,0.282485875706215
"67",0.321212121212121,0.303030303030303,0.375757575757576
"68",0.367231638418079,0.31638418079096,0.31638418079096
"69",0.315476190476191,0.333333333333333,0.351190476190476
"70",0.390804597701149,0.304597701149425,0.304597701149425
"71",0.314465408805031,0.314465408805031,0.371069182389937
"72",0.320512820512821,0.320512820512821,0.358974358974359
"73",0.358974358974359,0.320512820512821,0.320512820512821
"74",0.404761904761905,0.297619047619048,0.297619047619048
"75",0.380116959064328,0.292397660818713,0.327485380116959
"76",0.333333333333333,0.314465408805031,0.352201257861635
"77",0.322404371584699,0.289617486338798,0.387978142076503
"78",0.327485380116959,0.362573099415205,0.309941520467836
"79",0.277777777777778,0.344444444444444,0.377777777777778
