"","V1","V2","V3","V4","V5","V6","V7"
"1",0.135714285714286,0.135714285714286,0.219047619047619,0.119047619047619,0.119047619047619,0.135714285714286,0.135714285714286
"2",0.121065375302663,0.138014527845036,0.154963680387409,0.121065375302663,0.138014527845036,0.171912832929782,0.154963680387409
"3",0.119047619047619,0.169047619047619,0.185714285714286,0.152380952380952,0.119047619047619,0.135714285714286,0.119047619047619
"4",0.133489461358314,0.117096018735363,0.133489461358314,0.166276346604215,0.149882903981265,0.166276346604215,0.133489461358314
"5",0.169047619047619,0.135714285714286,0.119047619047619,0.135714285714286,0.119047619047619,0.169047619047619,0.152380952380952
"6",0.142857142857143,0.160401002506266,0.142857142857143,0.12531328320802,0.142857142857143,0.142857142857143,0.142857142857143
"7",0.140394088669951,0.123152709359606,0.140394088669951,0.123152709359606,0.17487684729064,0.157635467980296,0.140394088669951
"8",0.134770889487871,0.153638814016172,0.134770889487871,0.134770889487871,0.134770889487871,0.172506738544474,0.134770889487871
"9",0.138014527845036,0.171912832929782,0.138014527845036,0.121065375302663,0.138014527845036,0.138014527845036,0.154963680387409
"10",0.127232142857143,0.158482142857143,0.174107142857143,0.127232142857143,0.158482142857143,0.111607142857143,0.142857142857143
"11",0.163265306122449,0.145408163265306,0.127551020408163,0.127551020408163,0.181122448979592,0.127551020408163,0.127551020408163
"12",0.157635467980296,0.140394088669951,0.17487684729064,0.123152709359606,0.140394088669951,0.123152709359606,0.140394088669951
"13",0.12531328320802,0.177944862155388,0.142857142857143,0.160401002506266,0.142857142857143,0.12531328320802,0.12531328320802
"14",0.127551020408163,0.145408163265306,0.163265306122449,0.181122448979592,0.127551020408163,0.127551020408163,0.127551020408163
"15",0.127551020408163,0.163265306122449,0.145408163265306,0.145408163265306,0.145408163265306,0.127551020408163,0.145408163265306
"16",0.17487684729064,0.123152709359606,0.123152709359606,0.140394088669951,0.17487684729064,0.123152709359606,0.140394088669951
"17",0.121065375302663,0.121065375302663,0.138014527845036,0.121065375302663,0.154963680387409,0.188861985472155,0.154963680387409
"18",0.135714285714286,0.119047619047619,0.169047619047619,0.135714285714286,0.152380952380952,0.169047619047619,0.119047619047619
"19",0.12531328320802,0.142857142857143,0.142857142857143,0.12531328320802,0.177944862155388,0.12531328320802,0.160401002506266
"20",0.131336405529954,0.131336405529954,0.276497695852535,0.115207373271889,0.115207373271889,0.115207373271889,0.115207373271889
"21",0.140394088669951,0.17487684729064,0.123152709359606,0.157635467980296,0.123152709359606,0.140394088669951,0.140394088669951
"22",0.157635467980296,0.140394088669951,0.192118226600985,0.123152709359606,0.123152709359606,0.123152709359606,0.140394088669951
"23",0.127551020408163,0.145408163265306,0.181122448979592,0.163265306122449,0.127551020408163,0.127551020408163,0.127551020408163
"24",0.142857142857143,0.142857142857143,0.12531328320802,0.142857142857143,0.142857142857143,0.177944862155388,0.12531328320802
"25",0.149882903981265,0.133489461358314,0.133489461358314,0.117096018735363,0.231850117096019,0.117096018735363,0.117096018735363
"26",0.132275132275132,0.132275132275132,0.132275132275132,0.132275132275132,0.169312169312169,0.150793650793651,0.150793650793651
"27",0.119047619047619,0.135714285714286,0.119047619047619,0.135714285714286,0.152380952380952,0.185714285714286,0.152380952380952
"28",0.12987012987013,0.12987012987013,0.148051948051948,0.148051948051948,0.12987012987013,0.166233766233766,0.148051948051948
"29",0.127551020408163,0.127551020408163,0.127551020408163,0.163265306122449,0.181122448979592,0.127551020408163,0.145408163265306
"30",0.121065375302663,0.171912832929782,0.188861985472155,0.138014527845036,0.121065375302663,0.138014527845036,0.121065375302663
